Gene ID,Pathway Name,Level 2,Level 1,Other Gene ID,log2(HN/FK),Qvalue(FK-vs-HN),Pvalue(FK-vs-HN)
2288,ko04915//Estrogen signaling pathway,Endocrine system,Organismal Systems,FKBP4,2.23878519230469,0.0,0.0
2308,ko04931//Insulin resistance;ko05200//Pathways in cancer;ko04922//Glucagon signaling pathway;ko04218//Cellular senescence;ko04919//Thyroid hormone signaling pathway;ko04068//FoxO signaling pathway;ko04910//Insulin signaling pathway;ko04933//AGE-RAGE signaling pathway in diabetic complications;ko05215//Prostate cancer;ko05165//Human papillomavirus infection;ko04211//Longevity regulating pathway;ko05202//Transcriptional misregulation in cancer;ko04152//AMPK signaling pathway;ko04213//Longevity regulating pathway - multiple species,Cell growth and death;Aging;Endocrine and metabolic diseases;Endocrine system;Cancers: Overview;Signal transduction;Cancers: Specific types;Infectious diseases: Viral,Environmental Information Processing;Cellular Processes;Organismal Systems;Human Diseases,FOXO1,-2.02384540275728,0.0,0.0
23179,ko04014//Ras signaling pathway,Signal transduction,Environmental Information Processing,RGL1,-2.26404320465824,5.782353460339627e-283,6.324623979804706e-283
2323,ko04151//PI3K-Akt signaling pathway;ko04010//MAPK signaling pathway;ko05200//Pathways in cancer;ko04060//Cytokine-cytokine receptor interaction;ko04640//Hematopoietic cell lineage;ko04014//Ras signaling pathway,Signal transduction;Signaling molecules and interaction;Cancers: Overview;Immune system,Organismal Systems;Human Diseases;Environmental Information Processing,FLT3LG,-3.70325518545137,1.982188352465289e-213,2.7055176277700188e-213
2335,ko04510//Focal adhesion;ko05165//Human papillomavirus infection;ko05205//Proteoglycans in cancer;ko05200//Pathways in cancer;ko05222//Small cell lung cancer;ko04810//Regulation of actin cytoskeleton;ko05146//Amoebiasis;ko04151//PI3K-Akt signaling pathway;ko04512//ECM-receptor interaction;ko05100//Bacterial invasion of epithelial cells;ko04933//AGE-RAGE signaling pathway in diabetic complications,Signal transduction;Infectious diseases: Parasitic;Cancers: Overview;Infectious diseases: Bacterial;Infectious diseases: Viral;Cell motility;Cancers: Specific types;Signaling molecules and interaction;Cellular community - eukaryotes;Endocrine and metabolic diseases,Cellular Processes;Environmental Information Processing;Human Diseases,FN1,-2.9145107253855898,0.0,0.0
2533,ko04015//Rap1 signaling pathway,Signal transduction,Environmental Information Processing,FYB,-2.57955517531451,0.0,0.0
2771,ko04015//Rap1 signaling pathway;ko04926//Relaxin signaling pathway;ko04726//Serotonergic synapse;ko05034//Alcoholism;ko04924//Renin secretion;ko05142//Chagas disease (American trypanosomiasis);ko04728//Dopaminergic synapse;ko05133//Pertussis;ko04921//Oxytocin signaling pathway;ko04914//Progesterone-mediated oocyte maturation;ko04727//GABAergic synapse;ko04724//Glutamatergic synapse;ko04725//Cholinergic synapse;ko04024//cAMP signaling pathway;ko05030//Cocaine addiction;ko04071//Sphingolipid signaling pathway;ko04923//Regulation of lipolysis in adipocytes;ko05032//Morphine addiction;ko04540//Gap junction;ko05200//Pathways in cancer;ko05145//Toxoplasmosis;ko04022//cGMP-PKG signaling pathway;ko04261//Adrenergic signaling in cardiomyocytes;ko04730//Long-term depression;ko04723//Retrograde endocannabinoid signaling;ko05012//Parkinson's disease;ko04971//Gastric acid secretion;ko04713//Circadian entrainment;ko04670//Leukocyte transendothelial migration;ko04371//Apelin signaling pathway;ko04916//Melanogenesis;ko04611//Platelet activation;ko04360//Axon guidance;ko04915//Estrogen signaling pathway;ko04062//Chemokine signaling pathway,Environmental adaptation;Cellular community - eukaryotes;Endocrine system;Development;Digestive system;Substance dependence;Neurodegenerative diseases;Infectious diseases: Parasitic;Immune system;Signal transduction;Cancers: Overview;Nervous system;Infectious diseases: Bacterial;Circulatory system,Organismal Systems;Environmental Information Processing;Human Diseases;Cellular Processes,GNAI2,-2.66667594932738,0.0,0.0
2791,ko04727//GABAergic synapse;ko04726//Serotonergic synapse;ko04926//Relaxin signaling pathway;ko04014//Ras signaling pathway;ko05032//Morphine addiction;ko04151//PI3K-Akt signaling pathway;ko04723//Retrograde endocannabinoid signaling;ko04725//Cholinergic synapse;ko04371//Apelin signaling pathway;ko05200//Pathways in cancer;ko04713//Circadian entrainment;ko04728//Dopaminergic synapse;ko04062//Chemokine signaling pathway;ko05034//Alcoholism;ko05167//Kaposi's sarcoma-associated herpesvirus infection;ko04724//Glutamatergic synapse,Signal transduction;Immune system;Environmental adaptation;Substance dependence;Cancers: Overview;Infectious diseases: Viral;Endocrine system;Nervous system,Environmental Information Processing;Human Diseases;Organismal Systems,GNG11,-2.0576360042427098,0.0,0.0
285,ko04014//Ras signaling pathway;ko05167//Kaposi's sarcoma-associated herpesvirus infection;ko04015//Rap1 signaling pathway;ko04066//HIF-1 signaling pathway;ko04010//MAPK signaling pathway;ko04151//PI3K-Akt signaling pathway,Signal transduction;Infectious diseases: Viral,Human Diseases;Environmental Information Processing,ANGPT2,-3.75004227610509,0.0,0.0
2869,ko04341//Hedgehog signaling pathway - fly;ko04062//Chemokine signaling pathway;ko05032//Morphine addiction;ko04144//Endocytosis,Substance dependence;Transport and catabolism;Signal transduction;Immune system,Cellular Processes;Human Diseases;Organismal Systems;Environmental Information Processing,GRK5,-2.07676230613542,2.1939748707692392e-198,3.1602030363940385e-198
2878,ko00590//Arachidonic acid metabolism;ko04918//Thyroid hormone synthesis;ko00480//Glutathione metabolism,Lipid metabolism;Metabolism of other amino acids;Endocrine system,Metabolism;Organismal Systems,GPX3,-3.5478068277802404,0.0,0.0
2882,ko00480//Glutathione metabolism;ko00590//Arachidonic acid metabolism;ko04918//Thyroid hormone synthesis,Lipid metabolism;Metabolism of other amino acids;Endocrine system,Metabolism;Organismal Systems,GPX7,-2.02764535529811,2.4792021326954892e-114,5.108949007700108e-114
2891,ko04713//Circadian entrainment;ko04080//Neuroactive ligand-receptor interaction;ko05031//Amphetamine addiction;ko04724//Glutamatergic synapse;ko05030//Cocaine addiction;ko05033//Nicotine addiction;ko04723//Retrograde endocannabinoid signaling;ko04730//Long-term depression;ko04024//cAMP signaling pathway;ko05014//Amyotrophic lateral sclerosis (ALS);ko04728//Dopaminergic synapse;ko04720//Long-term potentiation,Substance dependence;Nervous system;Signaling molecules and interaction;Neurodegenerative diseases;Environmental adaptation;Signal transduction,Organismal Systems;Environmental Information Processing;Human Diseases,GRIA2,2.7868473572261103,0.0,0.0
3055,ko05167//Kaposi's sarcoma-associated herpesvirus infection;ko04062//Chemokine signaling pathway;ko04666//Fc gamma R-mediated phagocytosis,Infectious diseases: Viral;Immune system,Human Diseases;Organismal Systems,HCK,-2.1284917116690703,3.1900990251223294e-88,7.709151112619998e-88
3075,ko04610//Complement and coagulation cascades;ko05150//Staphylococcus aureus infection,Immune system;Infectious diseases: Bacterial,Human Diseases;Organismal Systems,CFH,-3.96800804756329,0.0,0.0
3082,ko05144//Malaria;ko04060//Cytokine-cytokine receptor interaction;ko05226//Gastric cancer;ko05205//Proteoglycans in cancer;ko04015//Rap1 signaling pathway;ko04010//MAPK signaling pathway;ko05211//Renal cell carcinoma;ko05225//Hepatocellular carcinoma;ko04014//Ras signaling pathway;ko04510//Focal adhesion;ko05200//Pathways in cancer;ko05218//Melanoma;ko04151//PI3K-Akt signaling pathway;ko01521//EGFR tyrosine kinase inhibitor resistance,Drug resistance: Antineoplastic;Signal transduction;Signaling molecules and interaction;Infectious diseases: Parasitic;Cancers: Overview;Cellular community - eukaryotes;Cancers: Specific types,Human Diseases;Environmental Information Processing;Cellular Processes,HGF,-2.5460209740573396,8.771042328125764e-237,1.1075420067091195e-236
3105,ko05320//Autoimmune thyroid disease;ko04612//Antigen processing and presentation;ko04145//Phagosome;ko04144//Endocytosis;ko05203//Viral carcinogenesis;ko05169//Epstein-Barr virus infection;ko05330//Allograft rejection;ko04940//Type I diabetes mellitus;ko05416//Viral myocarditis;ko05167//Kaposi's sarcoma-associated herpesvirus infection;ko05166//HTLV-I infection;ko05332//Graft-versus-host disease;ko04514//Cell adhesion molecules (CAMs);ko05168//Herpes simplex infection;ko04218//Cellular senescence;ko05165//Human papillomavirus infection,Cell growth and death;Transport and catabolism;Immune diseases;Infectious diseases: Viral;Cancers: Overview;Endocrine and metabolic diseases;Cardiovascular diseases;Signaling molecules and interaction;Immune system,Human Diseases;Environmental Information Processing;Cellular Processes;Organismal Systems,HLA-A,-2.17359207189045,0.0,0.0
3107,ko05166//HTLV-I infection;ko04940//Type I diabetes mellitus;ko04218//Cellular senescence;ko05332//Graft-versus-host disease;ko05168//Herpes simplex infection;ko05203//Viral carcinogenesis;ko05416//Viral myocarditis;ko05165//Human papillomavirus infection;ko05167//Kaposi's sarcoma-associated herpesvirus infection;ko04144//Endocytosis;ko05169//Epstein-Barr virus infection;ko05330//Allograft rejection;ko04145//Phagosome;ko05320//Autoimmune thyroid disease;ko04514//Cell adhesion molecules (CAMs);ko04612//Antigen processing and presentation,Signaling molecules and interaction;Immune system;Infectious diseases: Viral;Transport and catabolism;Cancers: Overview;Endocrine and metabolic diseases;Cell growth and death;Cardiovascular diseases;Immune diseases,Cellular Processes;Human Diseases;Environmental Information Processing;Organismal Systems,HLA-C,-2.18002085544849,0.0,0.0
3133,ko04514//Cell adhesion molecules (CAMs);ko04145//Phagosome;ko05167//Kaposi's sarcoma-associated herpesvirus infection;ko05320//Autoimmune thyroid disease;ko04940//Type I diabetes mellitus;ko05165//Human papillomavirus infection;ko04144//Endocytosis;ko05203//Viral carcinogenesis;ko05169//Epstein-Barr virus infection;ko05416//Viral myocarditis;ko05166//HTLV-I infection;ko04218//Cellular senescence;ko05168//Herpes simplex infection;ko05332//Graft-versus-host disease;ko04612//Antigen processing and presentation;ko05330//Allograft rejection,Endocrine and metabolic diseases;Cardiovascular diseases;Infectious diseases: Viral;Cancers: Overview;Transport and catabolism;Signaling molecules and interaction;Immune diseases;Immune system;Cell growth and death,Environmental Information Processing;Human Diseases;Cellular Processes;Organismal Systems,HLA-E,-2.1237945263041897,0.0,0.0
3134,ko04218//Cellular senescence;ko04940//Type I diabetes mellitus;ko05320//Autoimmune thyroid disease;ko05416//Viral myocarditis;ko05166//HTLV-I infection;ko04514//Cell adhesion molecules (CAMs);ko05203//Viral carcinogenesis;ko05168//Herpes simplex infection;ko05169//Epstein-Barr virus infection;ko05165//Human papillomavirus infection;ko05330//Allograft rejection;ko05167//Kaposi's sarcoma-associated herpesvirus infection;ko04145//Phagosome;ko04144//Endocytosis;ko05332//Graft-versus-host disease;ko04612//Antigen processing and presentation,Signaling molecules and interaction;Cell growth and death;Cardiovascular diseases;Cancers: Overview;Immune system;Endocrine and metabolic diseases;Transport and catabolism;Infectious diseases: Viral;Immune diseases,Environmental Information Processing;Human Diseases;Cellular Processes;Organismal Systems,HLA-F,-2.49040510549996,0.0,0.0
3303,ko05145//Toxoplasmosis;ko04141//Protein processing in endoplasmic reticulum;ko03040//Spliceosome;ko05164//Influenza A;ko04612//Antigen processing and presentation;ko05169//Epstein-Barr virus infection;ko04213//Longevity regulating pathway - multiple species;ko05134//Legionellosis;ko04144//Endocytosis;ko04915//Estrogen signaling pathway;ko04010//MAPK signaling pathway;ko05162//Measles,"Infectious diseases: Viral;Transport and catabolism;Transcription;Infectious diseases: Bacterial;Signal transduction;Aging;Immune system;Folding, sorting and degradation;Endocrine system;Infectious diseases: Parasitic",Organismal Systems;Environmental Information Processing;Genetic Information Processing;Human Diseases;Cellular Processes,HSPA1A,-2.53874214473104,0.0,0.0
3304,ko05169//Epstein-Barr virus infection;ko04144//Endocytosis;ko05164//Influenza A;ko05145//Toxoplasmosis;ko04141//Protein processing in endoplasmic reticulum;ko04213//Longevity regulating pathway - multiple species;ko04612//Antigen processing and presentation;ko04010//MAPK signaling pathway;ko05134//Legionellosis;ko05162//Measles;ko04915//Estrogen signaling pathway;ko03040//Spliceosome,"Transcription;Infectious diseases: Viral;Endocrine system;Infectious diseases: Parasitic;Aging;Infectious diseases: Bacterial;Transport and catabolism;Folding, sorting and degradation;Immune system;Signal transduction",Cellular Processes;Environmental Information Processing;Genetic Information Processing;Organismal Systems;Human Diseases,HSPA1B,-3.3135098980024504,0.0,0.0
3383,ko04064//NF-kappa B signaling pathway;ko05169//Epstein-Barr virus infection;ko05143//African trypanosomiasis;ko05418//Fluid shear stress and atherosclerosis;ko05416//Viral myocarditis;ko04514//Cell adhesion molecules (CAMs);ko05144//Malaria;ko04650//Natural killer cell mediated cytotoxicity;ko05150//Staphylococcus aureus infection;ko05167//Kaposi's sarcoma-associated herpesvirus infection;ko04933//AGE-RAGE signaling pathway in diabetic complications;ko05323//Rheumatoid arthritis;ko05166//HTLV-I infection;ko04670//Leukocyte transendothelial migration;ko05164//Influenza A;ko04668//TNF signaling pathway,Cardiovascular diseases;Infectious diseases: Bacterial;Infectious diseases: Parasitic;Immune system;Signaling molecules and interaction;Endocrine and metabolic diseases;Signal transduction;Infectious diseases: Viral;Immune diseases,Human Diseases;Organismal Systems;Environmental Information Processing,ICAM1,-2.82010725812171,0.0,0.0
3384,ko04650//Natural killer cell mediated cytotoxicity;ko04514//Cell adhesion molecules (CAMs),Immune system;Signaling molecules and interaction,Environmental Information Processing;Organismal Systems,ICAM2,-3.3925785910584403,0.0,0.0
3479,ko04066//HIF-1 signaling pathway;ko04114//Oocyte meiosis;ko04068//FoxO signaling pathway;ko05214//Glioma;ko05215//Prostate cancer;ko05205//Proteoglycans in cancer;ko04213//Longevity regulating pathway - multiple species;ko04510//Focal adhesion;ko04550//Signaling pathways regulating pluripotency of stem cells;ko04913//Ovarian steroidogenesis;ko04152//AMPK signaling pathway;ko01522//Endocrine resistance;ko05414//Dilated cardiomyopathy (DCM);ko04014//Ras signaling pathway;ko04150//mTOR signaling pathway;ko05218//Melanoma;ko04015//Rap1 signaling pathway;ko04211//Longevity regulating pathway;ko05202//Transcriptional misregulation in cancer;ko04960//Aldosterone-regulated sodium reabsorption;ko05200//Pathways in cancer;ko05410//Hypertrophic cardiomyopathy (HCM);ko04750//Inflammatory mediator regulation of TRP channels;ko01521//EGFR tyrosine kinase inhibitor resistance;ko04115//p53 signaling pathway;ko04914//Progesterone-mediated oocyte maturation;ko05224//Breast cancer;ko04730//Long-term depression;ko04010//MAPK signaling pathway;ko04151//PI3K-Akt signaling pathway,Cell growth and death;Excretory system;Sensory system;Cardiovascular diseases;Signal transduction;Cancers: Overview;Endocrine system;Nervous system;Cancers: Specific types;Cellular community - eukaryotes;Aging;Drug resistance: Antineoplastic,Human Diseases;Environmental Information Processing;Organismal Systems;Cellular Processes,IGF1,-3.8690114855266,0.0,0.0
348013,ko04611//Platelet activation;ko04974//Protein digestion and absorption;ko04933//AGE-RAGE signaling pathway in diabetic complications;ko05146//Amoebiasis;ko04926//Relaxin signaling pathway,Endocrine and metabolic diseases;Immune system;Infectious diseases: Parasitic;Digestive system;Endocrine system,Human Diseases;Organismal Systems,TMEM255B,-2.4522277038324902,4.550018431724209e-115,9.341280584327507e-115
3481,ko04151//PI3K-Akt signaling pathway;ko04022//cGMP-PKG signaling pathway;ko04913//Ovarian steroidogenesis;ko04010//MAPK signaling pathway;ko04923//Regulation of lipolysis in adipocytes;ko04014//Ras signaling pathway;ko04917//Prolactin signaling pathway;ko04072//Phospholipase D signaling pathway;ko04140//Autophagy - animal;ko04150//mTOR signaling pathway;ko04152//AMPK signaling pathway;ko04114//Oocyte meiosis;ko04914//Progesterone-mediated oocyte maturation;ko04211//Longevity regulating pathway;ko05215//Prostate cancer;ko04950//Maturity onset diabetes of the young;ko04213//Longevity regulating pathway - multiple species;ko05205//Proteoglycans in cancer;ko04911//Insulin secretion;ko04910//Insulin signaling pathway;ko04068//FoxO signaling pathway;ko04930//Type II diabetes mellitus;ko05200//Pathways in cancer;ko04066//HIF-1 signaling pathway;ko04931//Insulin resistance;ko04932//Non-alcoholic fatty liver disease (NAFLD);ko04940//Type I diabetes mellitus;ko04810//Regulation of actin cytoskeleton;ko04015//Rap1 signaling pathway;ko04960//Aldosterone-regulated sodium reabsorption;ko05225//Hepatocellular carcinoma,Aging;Cancers: Overview;Cell motility;Cancers: Specific types;Transport and catabolism;Signal transduction;Endocrine and metabolic diseases;Cell growth and death;Excretory system;Endocrine system,Cellular Processes;Human Diseases;Environmental Information Processing;Organismal Systems,IGF2,-2.94874277812923,0.0,0.0
3561,ko04144//Endocytosis;ko04151//PI3K-Akt signaling pathway;ko04659//Th17 cell differentiation;ko05340//Primary immunodeficiency;ko05321//Inflammatory bowel disease (IBD);ko04630//Jak-STAT signaling pathway;ko05162//Measles;ko05166//HTLV-I infection;ko04060//Cytokine-cytokine receptor interaction;ko05200//Pathways in cancer;ko04658//Th1 and Th2 cell differentiation,Immune diseases;Immune system;Signal transduction;Infectious diseases: Viral;Transport and catabolism;Signaling molecules and interaction;Cancers: Overview,Organismal Systems;Human Diseases;Cellular Processes;Environmental Information Processing,IL2RG,-3.82981418258645,0.0,0.0
3563,ko04630//Jak-STAT signaling pathway;ko05200//Pathways in cancer;ko04151//PI3K-Akt signaling pathway;ko04210//Apoptosis;ko04640//Hematopoietic cell lineage;ko04060//Cytokine-cytokine receptor interaction,Cell growth and death;Signal transduction;Signaling molecules and interaction;Cancers: Overview;Immune system,Environmental Information Processing;Human Diseases;Cellular Processes;Organismal Systems,IL3RA,-2.33947580587776,0.0,0.0
3574,ko04151//PI3K-Akt signaling pathway;ko04630//Jak-STAT signaling pathway;ko04640//Hematopoietic cell lineage;ko05200//Pathways in cancer;ko04060//Cytokine-cytokine receptor interaction,Cancers: Overview;Signal transduction;Immune system;Signaling molecules and interaction,Environmental Information Processing;Human Diseases;Organismal Systems,IL7,-2.499940478071,1.1321810904547499e-113,2.3418325084402097e-113
3601,ko04060//Cytokine-cytokine receptor interaction;ko04630//Jak-STAT signaling pathway;ko05166//HTLV-I infection;ko04672//Intestinal immune network for IgA production;ko05200//Pathways in cancer,Immune system;Signaling molecules and interaction;Signal transduction;Cancers: Overview;Infectious diseases: Viral,Environmental Information Processing;Human Diseases;Organismal Systems,IL15RA,-3.1330337979915694,0.0,0.0
3680,ko05410//Hypertrophic cardiomyopathy (HCM);ko05412//Arrhythmogenic right ventricular cardiomyopathy (ARVC);ko05165//Human papillomavirus infection;ko04810//Regulation of actin cytoskeleton;ko04510//Focal adhesion;ko05414//Dilated cardiomyopathy (DCM);ko04512//ECM-receptor interaction;ko04514//Cell adhesion molecules (CAMs);ko04151//PI3K-Akt signaling pathway,Cell motility;Cardiovascular diseases;Cellular community - eukaryotes;Signal transduction;Infectious diseases: Viral;Signaling molecules and interaction,Environmental Information Processing;Cellular Processes;Human Diseases,ITGA9,-2.35954603626025,3.004183755901429e-90,7.151882854451919e-90
3696,ko05165//Human papillomavirus infection;ko04810//Regulation of actin cytoskeleton;ko05410//Hypertrophic cardiomyopathy (HCM);ko04512//ECM-receptor interaction;ko04510//Focal adhesion;ko05414//Dilated cardiomyopathy (DCM);ko04151//PI3K-Akt signaling pathway;ko04514//Cell adhesion molecules (CAMs);ko05412//Arrhythmogenic right ventricular cardiomyopathy (ARVC),Signaling molecules and interaction;Cardiovascular diseases;Cellular community - eukaryotes;Cell motility;Infectious diseases: Viral;Signal transduction,Environmental Information Processing;Human Diseases;Cellular Processes,ITGB8,2.2869379359199704,0.0,0.0
3709,ko04728//Dopaminergic synapse;ko04971//Gastric acid secretion;ko04270//Vascular smooth muscle contraction;ko04726//Serotonergic synapse;ko04114//Oocyte meiosis;ko04730//Long-term depression;ko04970//Salivary secretion;ko04724//Glutamatergic synapse;ko04922//Glucagon signaling pathway;ko05167//Kaposi's sarcoma-associated herpesvirus infection;ko04720//Long-term potentiation;ko05205//Proteoglycans in cancer;ko04070//Phosphatidylinositol signaling system;ko04915//Estrogen signaling pathway;ko04723//Retrograde endocannabinoid signaling;ko04972//Pancreatic secretion;ko04925//Aldosterone synthesis and secretion;ko04540//Gap junction;ko04020//Calcium signaling pathway;ko04725//Cholinergic synapse;ko04750//Inflammatory mediator regulation of TRP channels;ko04912//GnRH signaling pathway;ko04210//Apoptosis;ko04924//Renin secretion;ko04611//Platelet activation;ko05010//Alzheimer's disease;ko04022//cGMP-PKG signaling pathway;ko04918//Thyroid hormone synthesis;ko04921//Oxytocin signaling pathway;ko04371//Apelin signaling pathway;ko04621//NOD-like receptor signaling pathway;ko04218//Cellular senescence,Cancers: Overview;Digestive system;Neurodegenerative diseases;Immune system;Nervous system;Endocrine system;Infectious diseases: Viral;Circulatory system;Sensory system;Cellular community - eukaryotes;Signal transduction;Cell growth and death,Cellular Processes;Organismal Systems;Environmental Information Processing;Human Diseases,ITPR2,3.53366684268928,0.0,0.0
3791,ko05418//Fluid shear stress and atherosclerosis;ko04010//MAPK signaling pathway;ko01521//EGFR tyrosine kinase inhibitor resistance;ko05205//Proteoglycans in cancer;ko04510//Focal adhesion;ko04015//Rap1 signaling pathway;ko04151//PI3K-Akt signaling pathway;ko04014//Ras signaling pathway;ko04060//Cytokine-cytokine receptor interaction;ko04370//VEGF signaling pathway,Cancers: Overview;Signal transduction;Cellular community - eukaryotes;Signaling molecules and interaction;Drug resistance: Antineoplastic;Cardiovascular diseases,Environmental Information Processing;Cellular Processes;Human Diseases,KDR,-2.0365359430084498,0.0,0.0
388372,ko04060//Cytokine-cytokine receptor interaction;ko04623//Cytosolic DNA-sensing pathway;ko05132//Salmonella infection;ko04064//NF-kappa B signaling pathway;ko04062//Chemokine signaling pathway;ko04620//Toll-like receptor signaling pathway,Immune system;Signaling molecules and interaction;Infectious diseases: Bacterial;Signal transduction,Environmental Information Processing;Organismal Systems;Human Diseases,CCL4L1,-3.17903215095064,0.0,0.0
394,ko04510//Focal adhesion;ko04670//Leukocyte transendothelial migration,Immune system;Cellular community - eukaryotes,Organismal Systems;Cellular Processes,ARHGAP5,2.0071841801233603,0.0,0.0
399694,ko04910//Insulin signaling pathway;ko01522//Endocrine resistance;ko04917//Prolactin signaling pathway;ko04014//Ras signaling pathway;ko04072//Phospholipase D signaling pathway;ko04650//Natural killer cell mediated cytotoxicity;ko05224//Breast cancer;ko04926//Relaxin signaling pathway;ko01521//EGFR tyrosine kinase inhibitor resistance;ko04915//Estrogen signaling pathway;ko05206//MicroRNAs in cancer;ko04510//Focal adhesion;ko05034//Alcoholism;ko04062//Chemokine signaling pathway;ko05220//Chronic myeloid leukemia;ko05226//Gastric cancer;ko04012//ErbB signaling pathway;ko05225//Hepatocellular carcinoma;ko05214//Glioma;ko05100//Bacterial invasion of epithelial cells;ko04722//Neurotrophin signaling pathway,Substance dependence;Endocrine system;Signal transduction;Nervous system;Cellular community - eukaryotes;Infectious diseases: Bacterial;Immune system;Cancers: Specific types;Cancers: Overview;Drug resistance: Antineoplastic,Environmental Information Processing;Organismal Systems;Human Diseases;Cellular Processes,SHC4,2.49009508856932,1.0998626825303594e-250,1.3306511836086292e-250
4050,ko05323//Rheumatoid arthritis;ko04064//NF-kappa B signaling pathway;ko04060//Cytokine-cytokine receptor interaction,Immune diseases;Signal transduction;Signaling molecules and interaction,Environmental Information Processing;Human Diseases,LTB,-4.1869613904210095,3.785600206103858e-252,4.560508041309318e-252
414062,ko05142//Chagas disease (American trypanosomiasis);ko05323//Rheumatoid arthritis;ko04062//Chemokine signaling pathway;ko04060//Cytokine-cytokine receptor interaction;ko04620//Toll-like receptor signaling pathway;ko05132//Salmonella infection,Immune diseases;Signaling molecules and interaction;Infectious diseases: Parasitic;Infectious diseases: Bacterial;Immune system,Environmental Information Processing;Human Diseases;Organismal Systems,CCL3L3,-2.99986152040992,8.889748691560865e-278,9.887771181816446e-278
4179,ko04610//Complement and coagulation cascades;ko05162//Measles,Immune system;Infectious diseases: Viral,Organismal Systems;Human Diseases,CD46,2.0819697369659997,0.0,0.0
4267,ko04514//Cell adhesion molecules (CAMs);ko04670//Leukocyte transendothelial migration,Signaling molecules and interaction;Immune system,Organismal Systems;Environmental Information Processing,CD99,-2.64596655429198,0.0,0.0
4313,ko01522//Endocrine resistance;ko04912//GnRH signaling pathway;ko04926//Relaxin signaling pathway;ko04670//Leukocyte transendothelial migration;ko05205//Proteoglycans in cancer;ko04933//AGE-RAGE signaling pathway in diabetic complications;ko05200//Pathways in cancer;ko05219//Bladder cancer;ko04915//Estrogen signaling pathway;ko05418//Fluid shear stress and atherosclerosis,Endocrine and metabolic diseases;Cancers: Overview;Cardiovascular diseases;Endocrine system;Drug resistance: Antineoplastic;Immune system;Cancers: Specific types,Human Diseases;Organismal Systems,MMP2,-3.71974725521746,0.0,0.0
4689,ko05140//Leishmaniasis;ko04380//Osteoclast differentiation;ko04145//Phagosome;ko04670//Leukocyte transendothelial migration,Development;Transport and catabolism;Infectious diseases: Parasitic;Immune system,Cellular Processes;Organismal Systems;Human Diseases,NCF4,-2.8719559976004203,7.163757969642118e-188,1.0719657843645297e-187
476,ko04970//Salivary secretion;ko04964//Proximal tubule bicarbonate reclamation;ko04961//Endocrine and other factor-regulated calcium reabsorption;ko04971//Gastric acid secretion;ko04974//Protein digestion and absorption;ko04918//Thyroid hormone synthesis;ko04260//Cardiac muscle contraction;ko04024//cAMP signaling pathway;ko04960//Aldosterone-regulated sodium reabsorption;ko04911//Insulin secretion;ko04978//Mineral absorption;ko04976//Bile secretion;ko04973//Carbohydrate digestion and absorption;ko04022//cGMP-PKG signaling pathway;ko04919//Thyroid hormone signaling pathway;ko04972//Pancreatic secretion;ko04261//Adrenergic signaling in cardiomyocytes,Digestive system;Signal transduction;Excretory system;Endocrine system;Circulatory system,Organismal Systems;Environmental Information Processing,ATP1A1,2.94917381527156,0.0,0.0
4772,ko04218//Cellular senescence;ko04022//cGMP-PKG signaling pathway;ko05321//Inflammatory bowel disease (IBD);ko04650//Natural killer cell mediated cytotoxicity;ko04662//B cell receptor signaling pathway;ko04380//Osteoclast differentiation;ko04933//AGE-RAGE signaling pathway in diabetic complications;ko05161//Hepatitis B;ko04659//Th17 cell differentiation;ko04658//Th1 and Th2 cell differentiation;ko04024//cAMP signaling pathway;ko05167//Kaposi's sarcoma-associated herpesvirus infection;ko04921//Oxytocin signaling pathway;ko05166//HTLV-I infection;ko04310//Wnt signaling pathway;ko04660//T cell receptor signaling pathway;ko04010//MAPK signaling pathway,Development;Immune diseases;Signal transduction;Immune system;Endocrine and metabolic diseases;Cell growth and death;Endocrine system;Infectious diseases: Viral,Environmental Information Processing;Human Diseases;Cellular Processes;Organismal Systems,NFATC1,-2.11281273856078,1.4691685051984996e-127,2.8457304781968792e-127
481,ko04024//cAMP signaling pathway;ko04911//Insulin secretion;ko04960//Aldosterone-regulated sodium reabsorption;ko04022//cGMP-PKG signaling pathway;ko04974//Protein digestion and absorption;ko04261//Adrenergic signaling in cardiomyocytes;ko04972//Pancreatic secretion;ko04964//Proximal tubule bicarbonate reclamation;ko04973//Carbohydrate digestion and absorption;ko04970//Salivary secretion;ko04976//Bile secretion;ko04919//Thyroid hormone signaling pathway;ko04260//Cardiac muscle contraction;ko04971//Gastric acid secretion;ko04978//Mineral absorption;ko04918//Thyroid hormone synthesis;ko04961//Endocrine and other factor-regulated calcium reabsorption,Digestive system;Signal transduction;Endocrine system;Circulatory system;Excretory system,Organismal Systems;Environmental Information Processing,ATP1B1,4.23624532374803,0.0,0.0
4886,ko04923//Regulation of lipolysis in adipocytes;ko04024//cAMP signaling pathway;ko04080//Neuroactive ligand-receptor interaction,Signal transduction;Endocrine system;Signaling molecules and interaction,Organismal Systems;Environmental Information Processing,NPY1R,4.5171429983989295,0.0,0.0
493869,ko04918//Thyroid hormone synthesis;ko00590//Arachidonic acid metabolism;ko00480//Glutathione metabolism,Lipid metabolism;Endocrine system;Metabolism of other amino acids,Metabolism;Organismal Systems,GPX8,-2.27856011923898,1.3024173643210094e-195,1.892723109509449e-195
