Gene ID,Pathway Name,Level 2,Level 1,Other Gene ID
3709,ko04728//Dopaminergic synapse;ko04971//Gastric acid secretion;ko04270//Vascular smooth muscle contraction;ko04726//Serotonergic synapse;ko04114//Oocyte meiosis;ko04730//Long-term depression;ko04970//Salivary secretion;ko04724//Glutamatergic synapse;ko04922//Glucagon signaling pathway;ko05167//Kaposi's sarcoma-associated herpesvirus infection;ko04720//Long-term potentiation;ko05205//Proteoglycans in cancer;ko04070//Phosphatidylinositol signaling system;ko04915//Estrogen signaling pathway;ko04723//Retrograde endocannabinoid signaling;ko04972//Pancreatic secretion;ko04925//Aldosterone synthesis and secretion;ko04540//Gap junction;ko04020//Calcium signaling pathway;ko04725//Cholinergic synapse;ko04750//Inflammatory mediator regulation of TRP channels;ko04912//GnRH signaling pathway;ko04210//Apoptosis;ko04924//Renin secretion;ko04611//Platelet activation;ko05010//Alzheimer's disease;ko04022//cGMP-PKG signaling pathway;ko04918//Thyroid hormone synthesis;ko04921//Oxytocin signaling pathway;ko04371//Apelin signaling pathway;ko04621//NOD-like receptor signaling pathway;ko04218//Cellular senescence,Cancers: Overview;Digestive system;Neurodegenerative diseases;Immune system;Nervous system;Endocrine system;Infectious diseases: Viral;Circulatory system;Sensory system;Cellular community - eukaryotes;Signal transduction;Cell growth and death,Cellular Processes;Organismal Systems;Environmental Information Processing;Human Diseases,ITPR2
394,ko04510//Focal adhesion;ko04670//Leukocyte transendothelial migration,Immune system;Cellular community - eukaryotes,Organismal Systems;Cellular Processes,ARHGAP5
399694,ko04910//Insulin signaling pathway;ko01522//Endocrine resistance;ko04917//Prolactin signaling pathway;ko04014//Ras signaling pathway;ko04072//Phospholipase D signaling pathway;ko04650//Natural killer cell mediated cytotoxicity;ko05224//Breast cancer;ko04926//Relaxin signaling pathway;ko01521//EGFR tyrosine kinase inhibitor resistance;ko04915//Estrogen signaling pathway;ko05206//MicroRNAs in cancer;ko04510//Focal adhesion;ko05034//Alcoholism;ko04062//Chemokine signaling pathway;ko05220//Chronic myeloid leukemia;ko05226//Gastric cancer;ko04012//ErbB signaling pathway;ko05225//Hepatocellular carcinoma;ko05214//Glioma;ko05100//Bacterial invasion of epithelial cells;ko04722//Neurotrophin signaling pathway,Substance dependence;Endocrine system;Signal transduction;Nervous system;Cellular community - eukaryotes;Infectious diseases: Bacterial;Immune system;Cancers: Specific types;Cancers: Overview;Drug resistance: Antineoplastic,Environmental Information Processing;Organismal Systems;Human Diseases;Cellular Processes,SHC4
4257,ko05418//Fluid shear stress and atherosclerosis;ko05225//Hepatocellular carcinoma;ko05204//Chemical carcinogenesis;ko00982//Drug metabolism - cytochrome P450;ko01524//Platinum drug resistance;ko00980//Metabolism of xenobiotics by cytochrome P450;ko00480//Glutathione metabolism;ko05200//Pathways in cancer,Cancers: Specific types;Drug resistance: Antineoplastic;Xenobiotics biodegradation and metabolism;Cancers: Overview;Cardiovascular diseases;Metabolism of other amino acids,Metabolism;Human Diseases,MGST1
476,ko04970//Salivary secretion;ko04964//Proximal tubule bicarbonate reclamation;ko04961//Endocrine and other factor-regulated calcium reabsorption;ko04971//Gastric acid secretion;ko04974//Protein digestion and absorption;ko04918//Thyroid hormone synthesis;ko04260//Cardiac muscle contraction;ko04024//cAMP signaling pathway;ko04960//Aldosterone-regulated sodium reabsorption;ko04911//Insulin secretion;ko04978//Mineral absorption;ko04976//Bile secretion;ko04973//Carbohydrate digestion and absorption;ko04022//cGMP-PKG signaling pathway;ko04919//Thyroid hormone signaling pathway;ko04972//Pancreatic secretion;ko04261//Adrenergic signaling in cardiomyocytes,Digestive system;Signal transduction;Excretory system;Endocrine system;Circulatory system,Organismal Systems;Environmental Information Processing,ATP1A1
481,ko04024//cAMP signaling pathway;ko04911//Insulin secretion;ko04960//Aldosterone-regulated sodium reabsorption;ko04022//cGMP-PKG signaling pathway;ko04974//Protein digestion and absorption;ko04261//Adrenergic signaling in cardiomyocytes;ko04972//Pancreatic secretion;ko04964//Proximal tubule bicarbonate reclamation;ko04973//Carbohydrate digestion and absorption;ko04970//Salivary secretion;ko04976//Bile secretion;ko04919//Thyroid hormone signaling pathway;ko04260//Cardiac muscle contraction;ko04971//Gastric acid secretion;ko04978//Mineral absorption;ko04918//Thyroid hormone synthesis;ko04961//Endocrine and other factor-regulated calcium reabsorption,Digestive system;Signal transduction;Endocrine system;Circulatory system;Excretory system,Organismal Systems;Environmental Information Processing,ATP1B1
4891,ko04978//Mineral absorption;ko04216//Ferroptosis;ko04142//Lysosome,Digestive system;Cell growth and death;Transport and catabolism,Organismal Systems;Cellular Processes,SLC11A2
5209,ko04152//AMPK signaling pathway;ko04066//HIF-1 signaling pathway;ko00051//Fructose and mannose metabolism,Carbohydrate metabolism;Signal transduction,Metabolism;Environmental Information Processing,PFKFB3
5291,ko04012//ErbB signaling pathway;ko04630//Jak-STAT signaling pathway;ko04140//Autophagy - animal;ko04370//VEGF signaling pathway;ko04668//TNF signaling pathway;ko05231//Choline metabolism in cancer;ko05165//Human papillomavirus infection;ko04915//Estrogen signaling pathway;ko05218//Melanoma;ko04725//Cholinergic synapse;ko04750//Inflammatory mediator regulation of TRP channels;ko05161//Hepatitis B;ko04510//Focal adhesion;ko05418//Fluid shear stress and atherosclerosis;ko04910//Insulin signaling pathway;ko00562//Inositol phosphate metabolism;ko05223//Non-small cell lung cancer;ko05213//Endometrial cancer;ko05225//Hepatocellular carcinoma;ko04919//Thyroid hormone signaling pathway;ko04070//Phosphatidylinositol signaling system;ko04620//Toll-like receptor signaling pathway;ko04024//cAMP signaling pathway;ko04930//Type II diabetes mellitus;ko04218//Cellular senescence;ko05166//HTLV-I infection;ko04670//Leukocyte transendothelial migration;ko04014//Ras signaling pathway;ko04213//Longevity regulating pathway - multiple species;ko04914//Progesterone-mediated oocyte maturation;ko04150//mTOR signaling pathway;ko05146//Amoebiasis;ko05160//Hepatitis C;ko05215//Prostate cancer;ko04072//Phospholipase D signaling pathway;ko04015//Rap1 signaling pathway;ko04650//Natural killer cell mediated cytotoxicity;ko04211//Longevity regulating pathway;ko04212//Longevity regulating pathway - worm;ko04960//Aldosterone-regulated sodium reabsorption;ko05164//Influenza A;ko04380//Osteoclast differentiation;ko01522//Endocrine resistance;ko05214//Glioma;ko05226//Gastric cancer;ko04151//PI3K-Akt signaling pathway;ko05222//Small cell lung cancer;ko04923//Regulation of lipolysis in adipocytes;ko05169//Epstein-Barr virus infection;ko04360//Axon guidance;ko05220//Chronic myeloid leukemia;ko01524//Platinum drug resistance;ko05142//Chagas disease (American trypanosomiasis);ko05230//Central carbon metabolism in cancer;ko04071//Sphingolipid signaling pathway;ko05200//Pathways in cancer;ko04810//Regulation of actin cytoskeleton;ko05203//Viral carcinogenesis;ko04973//Carbohydrate digestion and absorption;ko04722//Neurotrophin signaling pathway;ko04066//HIF-1 signaling pathway;ko04152//AMPK signaling pathway;ko05205//Proteoglycans in cancer;ko04550//Signaling pathways regulating pluripotency of stem cells;ko04662//B cell receptor signaling pathway;ko04660//T cell receptor signaling pathway;ko05167//Kaposi's sarcoma-associated herpesvirus infection;ko01521//EGFR tyrosine kinase inhibitor resistance;ko04926//Relaxin signaling pathway;ko04210//Apoptosis;ko04068//FoxO signaling pathway;ko05211//Renal cell carcinoma;ko05221//Acute myeloid leukemia;ko04932//Non-alcoholic fatty liver disease (NAFLD);ko05210//Colorectal cancer;ko04062//Chemokine signaling pathway;ko04917//Prolactin signaling pathway;ko04931//Insulin resistance;ko05224//Breast cancer;ko05212//Pancreatic cancer;ko04611//Platelet activation;ko04664//Fc epsilon RI signaling pathway;ko04666//Fc gamma R-mediated phagocytosis;ko05162//Measles;ko05100//Bacterial invasion of epithelial cells;ko04933//AGE-RAGE signaling pathway in diabetic complications,Drug resistance: Antineoplastic;Immune system;Nervous system;Digestive system;Transport and catabolism;Cardiovascular diseases;Infectious diseases: Viral;Cell growth and death;Aging;Infectious diseases: Parasitic;Signal transduction;Carbohydrate metabolism;Cellular community - eukaryotes;Infectious diseases: Bacterial;Excretory system;Cell motility;Cancers: Overview;Endocrine system;Sensory system;Development;Endocrine and metabolic diseases;Cancers: Specific types,Metabolism;Organismal Systems;Cellular Processes;Environmental Information Processing;Human Diseases,PIK3CB
5295,ko04722//Neurotrophin signaling pathway;ko05218//Melanoma;ko04664//Fc epsilon RI signaling pathway;ko05167//Kaposi's sarcoma-associated herpesvirus infection;ko04919//Thyroid hormone signaling pathway;ko05160//Hepatitis C;ko04611//Platelet activation;ko04630//Jak-STAT signaling pathway;ko05226//Gastric cancer;ko05231//Choline metabolism in cancer;ko04550//Signaling pathways regulating pluripotency of stem cells;ko04933//AGE-RAGE signaling pathway in diabetic complications;ko04213//Longevity regulating pathway - multiple species;ko05100//Bacterial invasion of epithelial cells;ko04140//Autophagy - animal;ko04510//Focal adhesion;ko04211//Longevity regulating pathway;ko04660//T cell receptor signaling pathway;ko04666//Fc gamma R-mediated phagocytosis;ko05142//Chagas disease (American trypanosomiasis);ko04932//Non-alcoholic fatty liver disease (NAFLD);ko04960//Aldosterone-regulated sodium reabsorption;ko04650//Natural killer cell mediated cytotoxicity;ko04062//Chemokine signaling pathway;ko05221//Acute myeloid leukemia;ko04662//B cell receptor signaling pathway;ko05166//HTLV-I infection;ko05224//Breast cancer;ko04151//PI3K-Akt signaling pathway;ko04072//Phospholipase D signaling pathway;ko04370//VEGF signaling pathway;ko04725//Cholinergic synapse;ko04070//Phosphatidylinositol signaling system;ko04015//Rap1 signaling pathway;ko01524//Platinum drug resistance;ko01522//Endocrine resistance;ko05210//Colorectal cancer;ko04915//Estrogen signaling pathway;ko04670//Leukocyte transendothelial migration;ko05164//Influenza A;ko04810//Regulation of actin cytoskeleton;ko05162//Measles;ko05222//Small cell lung cancer;ko05205//Proteoglycans in cancer;ko04012//ErbB signaling pathway;ko04750//Inflammatory mediator regulation of TRP channels;ko04931//Insulin resistance;ko05418//Fluid shear stress and atherosclerosis;ko04218//Cellular senescence;ko04923//Regulation of lipolysis in adipocytes;ko05200//Pathways in cancer;ko05169//Epstein-Barr virus infection;ko04910//Insulin signaling pathway;ko05215//Prostate cancer;ko04973//Carbohydrate digestion and absorption;ko04210//Apoptosis;ko04360//Axon guidance;ko05146//Amoebiasis;ko04380//Osteoclast differentiation;ko05213//Endometrial cancer;ko05220//Chronic myeloid leukemia;ko05203//Viral carcinogenesis;ko04071//Sphingolipid signaling pathway;ko04926//Relaxin signaling pathway;ko01521//EGFR tyrosine kinase inhibitor resistance;ko04014//Ras signaling pathway;ko04930//Type II diabetes mellitus;ko05223//Non-small cell lung cancer;ko05212//Pancreatic cancer;ko04668//TNF signaling pathway;ko05211//Renal cell carcinoma;ko04152//AMPK signaling pathway;ko04917//Prolactin signaling pathway;ko04068//FoxO signaling pathway;ko04620//Toll-like receptor signaling pathway;ko04066//HIF-1 signaling pathway;ko05161//Hepatitis B;ko05230//Central carbon metabolism in cancer;ko05165//Human papillomavirus infection;ko04024//cAMP signaling pathway;ko05225//Hepatocellular carcinoma;ko04150//mTOR signaling pathway;ko05214//Glioma;ko04914//Progesterone-mediated oocyte maturation,Infectious diseases: Viral;Cancers: Overview;Endocrine and metabolic diseases;Digestive system;Cellular community - eukaryotes;Infectious diseases: Bacterial;Cancers: Specific types;Nervous system;Cell motility;Cardiovascular diseases;Signal transduction;Infectious diseases: Parasitic;Excretory system;Drug resistance: Antineoplastic;Cell growth and death;Aging;Sensory system;Endocrine system;Transport and catabolism;Development;Immune system,Organismal Systems;Environmental Information Processing;Human Diseases;Cellular Processes,PIK3R1
5567,ko05169//Epstein-Barr virus infection;ko04310//Wnt signaling pathway;ko04213//Longevity regulating pathway - multiple species;ko04024//cAMP signaling pathway;ko05110//Vibrio cholerae infection;ko05030//Cocaine addiction;ko04971//Gastric acid secretion;ko05414//Dilated cardiomyopathy (DCM);ko04340//Hedgehog signaling pathway;ko04740//Olfactory transduction;ko04114//Oocyte meiosis;ko05032//Morphine addiction;ko05205//Proteoglycans in cancer;ko04261//Adrenergic signaling in cardiomyocytes;ko04014//Ras signaling pathway;ko04726//Serotonergic synapse;ko04922//Glucagon signaling pathway;ko04270//Vascular smooth muscle contraction;ko04728//Dopaminergic synapse;ko05166//HTLV-I infection;ko04727//GABAergic synapse;ko04924//Renin secretion;ko04540//Gap junction;ko04020//Calcium signaling pathway;ko04926//Relaxin signaling pathway;ko04961//Endocrine and other factor-regulated calcium reabsorption;ko04720//Long-term potentiation;ko05012//Parkinson's disease;ko04919//Thyroid hormone signaling pathway;ko01522//Endocrine resistance;ko04911//Insulin secretion;ko05165//Human papillomavirus infection;ko04925//Aldosterone synthesis and secretion;ko04211//Longevity regulating pathway;ko04962//Vasopressin-regulated water reabsorption;ko04970//Salivary secretion;ko04713//Circadian entrainment;ko04725//Cholinergic synapse;ko05200//Pathways in cancer;ko04918//Thyroid hormone synthesis;ko04916//Melanogenesis;ko04913//Ovarian steroidogenesis;ko04723//Retrograde endocannabinoid signaling;ko04742//Taste transduction;ko04750//Inflammatory mediator regulation of TRP channels;ko04611//Platelet activation;ko05031//Amphetamine addiction;ko04062//Chemokine signaling pathway;ko04910//Insulin signaling pathway;ko04371//Apelin signaling pathway;ko05203//Viral carcinogenesis;ko04140//Autophagy - animal;ko04923//Regulation of lipolysis in adipocytes;ko04010//MAPK signaling pathway;ko05020//Prion diseases;ko04915//Estrogen signaling pathway;ko04921//Oxytocin signaling pathway;ko04914//Progesterone-mediated oocyte maturation;ko05146//Amoebiasis;ko04530//Tight junction;ko04912//GnRH signaling pathway;ko04341//Hedgehog signaling pathway - fly;ko04724//Glutamatergic synapse;ko04976//Bile secretion,Excretory system;Substance dependence;Environmental adaptation;Drug resistance: Antineoplastic;Endocrine system;Infectious diseases: Parasitic;Nervous system;Sensory system;Cellular community - eukaryotes;Cancers: Overview;Transport and catabolism;Cell growth and death;Signal transduction;Infectious diseases: Viral;Aging;Immune system;Cardiovascular diseases;Infectious diseases: Bacterial;Neurodegenerative diseases;Digestive system;Circulatory system,Cellular Processes;Environmental Information Processing;Organismal Systems;Human Diseases,PRKACB
563,ko05169//Epstein-Barr virus infection;ko04145//Phagosome;ko05330//Allograft rejection;ko05332//Graft-versus-host disease;ko04144//Endocytosis;ko05166//HTLV-I infection;ko05165//Human papillomavirus infection;ko05416//Viral myocarditis;ko04218//Cellular senescence;ko04514//Cell adhesion molecules (CAMs);ko05203//Viral carcinogenesis;ko05320//Autoimmune thyroid disease;ko04612//Antigen processing and presentation;ko04940//Type I diabetes mellitus;ko05167//Kaposi's sarcoma-associated herpesvirus infection;ko05168//Herpes simplex infection,Signaling molecules and interaction;Cardiovascular diseases;Transport and catabolism;Cancers: Overview;Infectious diseases: Viral;Endocrine and metabolic diseases;Immune diseases;Immune system;Cell growth and death,Environmental Information Processing;Human Diseases;Organismal Systems;Cellular Processes,AZGP1
56994,ko00565//Ether lipid metabolism;ko00564//Glycerophospholipid metabolism;ko05231//Choline metabolism in cancer;ko01100//Metabolic pathways;ko00440//Phosphonate and phosphinate metabolism,Lipid metabolism;Cancers: Overview;Metabolism of other amino acids;Global and overview maps,Metabolism;Human Diseases,CHPT1
57180,ko04530//Tight junction,Cellular community - eukaryotes,Cellular Processes,ACTR3B
57669,ko04530//Tight junction,Cellular community - eukaryotes,Cellular Processes,EPB41L5
5792,ko04910//Insulin signaling pathway;ko04520//Adherens junction;ko04931//Insulin resistance;ko04514//Cell adhesion molecules (CAMs),Endocrine system;Cellular community - eukaryotes;Signaling molecules and interaction;Endocrine and metabolic diseases,Human Diseases;Cellular Processes;Organismal Systems;Environmental Information Processing,PTPRF
5834,ko04931//Insulin resistance;ko04910//Insulin signaling pathway;ko04922//Glucagon signaling pathway;ko00500//Starch and sucrose metabolism;ko04217//Necroptosis;ko01100//Metabolic pathways,Cell growth and death;Global and overview maps;Carbohydrate metabolism;Endocrine system;Endocrine and metabolic diseases,Metabolism;Human Diseases;Organismal Systems;Cellular Processes,PYGB
6319,ko03320//PPAR signaling pathway;ko04212//Longevity regulating pathway - worm;ko04152//AMPK signaling pathway;ko01212//Fatty acid metabolism;ko01040//Biosynthesis of unsaturated fatty acids,Aging;Signal transduction;Global and overview maps;Endocrine system;Lipid metabolism,Environmental Information Processing;Organismal Systems;Metabolism,SCD
6385,ko04514//Cell adhesion molecules (CAMs);ko05418//Fluid shear stress and atherosclerosis;ko05205//Proteoglycans in cancer;ko04512//ECM-receptor interaction,Cardiovascular diseases;Signaling molecules and interaction;Cancers: Overview,Human Diseases;Environmental Information Processing,SDC4
64116,ko04216//Ferroptosis,Cell growth and death,Cellular Processes,SLC39A8
6517,ko04068//FoxO signaling pathway;ko04910//Insulin signaling pathway;ko04920//Adipocytokine signaling pathway;ko04931//Insulin resistance;ko04930//Type II diabetes mellitus;ko04152//AMPK signaling pathway,Endocrine and metabolic diseases;Endocrine system;Signal transduction,Organismal Systems;Environmental Information Processing;Human Diseases,SLC2A4
