GeneID	FK.FPKM	HN.FPKM	log2.HN.FK.	Qvalue.FK.vs.HN.	Pvalue.FK.vs.HN.	Other.Gene.ID	Transcripts	Gene.Type	Transcripts.Number	FK2.FPKM	FK4.FPKM	FK5.FPKM	HN1.FPKM	HN2.FPKM	HN3.FPKM	HN4.FPKM	HN5.FPKM
1123	19.743	2.504	-2.99875373522152	0	0	CHN1	NM_001206602.1,BGI_novel_T023107,BGI_novel_T023109,NM_001025201.3,BGI_novel_T023108,NM_001822.5	Known_gene	6	39.14	3.01	17.08	5.28	4.75	1.23	1.18	0.08
11230	40.75	10.25	-2.15967193895414	0	0	PRAF2	NM_007213.2	Known_gene	1	20.19	15.76	86.3	12.21	12.51	6.01	9.83	10.69
11245	7.586	1.072	-2.80644704007437	1.79037447637881e-301	1.86358024514987e-301	GPR176	XM_011521168.2,NM_007223.2,NM_001271855.1,XM_017021875.1,XM_017021874.1,XM_011521167.2,XM_017021878.1,XM_017021876.1,XM_017021877.1,NM_001271854.1,XM_017021873.1	Known_gene	11	9	1.22	12.54	0.67	2.24	0.06	0.61	1.78
112464	348.576	29.014	-3.72915412332358	0	0	PRKCDBP	NM_145040.2	Known_gene	1	230.07	134.12	681.54	14.74	48.51	23.63	15.74	42.45
11259	61.706	10.672	-2.64503693442415	0	0	FILIP1L	XM_011512371.2,NM_001282794.1,NM_001042459.2,NM_014890.3,NM_001282793.1,XM_006713486.2,NM_182909.3	Known_gene	7	137.04	14.45	33.63	7.39	27.67	12.23	3.85	2.22
11270	10.693	2.434	-2.16569411527558	2.26612846736376e-106	4.88048996428279e-106	NRM	NM_001270709.1,NM_001270708.1,NM_001270707.1,NM_001270710.1,XM_017010225.1,NM_007243.2,XM_017010224.1	Known_gene	7	9.58	5	17.5	0.52	7.07	0.06	4.52	0
11309	9.583	2.096	-2.49006644497301	0	0	SLCO2B1	NM_001145211.2,BGI_novel_T007437,XM_017017157.1,NM_007256.4,NM_001145212.2	Known_gene	5	5.5	0	23.25	1.71	3.38	1.19	4.07	0.13
11326	27.083	6.158	-2.38036239976184	0	0	VSIG4	NM_001100431.1,NM_001257403.1,NM_007268.2,NM_001184830.1,XM_017029251.1,NM_001184831.1	Known_gene	6	19.17	0.11	61.97	2.22	13.9	3.86	3.41	7.4
11328	287.066	57.674	-2.08501849741261	0	0	FKBP9	BGI_novel_T035717,NM_001284343.1,XM_011515115.2,NM_007270.4,NM_001284341.1	Known_gene	5	312.97	422.32	125.91	72.8	58.11	39.68	33.69	84.09
11332	31.773	5.904	-2.48700512001243	0	0	ACOT7	NM_181866.2,NM_181865.2,NM_007274.3,NM_181864.2	Known_gene	4	35.57	19.53	40.22	10.51	3.61	3.28	8.89	3.23
11343	133.746	25.774	-2.41263954608509	0	0	MGLL	XM_017005665.1,XM_011512378.1,XM_011512383.2,XM_011512377.1,XM_017005663.1,XM_017005666.1,XM_011512382.1,XM_017005664.1,XM_011512379.2,NM_001003794.2,NM_001256585.1,NM_007283.6,XM_017005662.1,BGI_novel_T028062,BGI_novel_T028061	Known_gene	15	87.53	109.37	204.34	17.36	44.69	25.46	26.14	15.22
1149	23	2.628	-2.92807629800661	9.33712856620658e-211	1.28450714358637e-210	CIDEA	NM_001279.3,BGI_novel_T018192,NM_001318383.1,BGI_novel_T018191	Known_gene	4	0.15	67.15	1.7	1.59	2.48	2.43	6.64	0
115207	21.87	4.078	-2.43666897761886	0	0	KCTD12	NM_138444.3	Known_gene	1	30.58	16.54	18.49	2.21	8.16	3.33	2.59	4.1
115361	10.693	3.704	-2.34054641620181	0	0	GBP4	BGI_novel_T002104,BGI_novel_T002105,NM_052941.4	Known_gene	3	13.02	5.53	13.53	4.82	7.32	4.97	1.25	0.16
115908	55.49	8.716	-2.76639255635178	0	0	CTHRC1	NM_138455.3,NM_001256099.1,BGI_novel_T038536,XM_011516824.2	Known_gene	4	54.93	26.68	84.86	2.89	26.23	3.34	8.46	2.66
116039	157.696	3.758	-5.42260037432304	0	0	OSR2	BGI_novel_T038452,XM_011516825.2,XM_011516827.2,BGI_novel_T038451,BGI_novel_T038450,NM_001142462.2,XM_017013018.1,XM_011516826.2,NM_001286841.1,BGI_novel_T038449,NM_053001.3,XM_005250778.4	Known_gene	12	284.11	2	186.98	1.68	11.72	0.15	1.89	3.35
116835	6.72	1.016	-2.82617822556336	1.75387286667705e-197	2.53528612725414e-197	HSPA12B	XM_017027634.1,XM_011529151.2,XM_017027635.1,NM_001197327.1,NM_001318322.1,BGI_novel_T024145,XM_017027632.1,XM_017027633.1,NM_052970.4	Known_gene	9	5.58	3.6	10.98	1.31	0.68	1.03	2.06	0
117248	5.706	1.724	-2.15625338252109	4.18898415506847e-198	6.0424202660276e-198	GALNT15	NM_001319051.1,XM_017005683.1,XM_005264852.4,NM_001319052.1,XM_017005682.1,XM_017005684.1,NM_054110.4	Known_gene	7	1.97	0.64	14.51	0.13	2.72	1.53	0.96	3.28
117289	8.076	2.28	-2.17407103969858	2.04762753525978e-189	3.0471919591064e-189	TAGAP	NM_054114.4,NM_152133.2,BGI_novel_T034848,NM_001278733.1,NM_138810.3	Known_gene	5	8.77	0.96	14.5	1.47	0.13	4.48	3.19	2.13
118460	36.31	6.3	-2.10005572269887	0	0	EXOSC6	NM_058219.2,BGI_novel_T015414,BGI_novel_T015415	Known_gene	3	12.01	89.29	7.63	7.34	6.7	3.32	4.61	9.53
121214	12.316	1.684	-2.61623865357532	3.68094693961067e-140	6.69512339168957e-140	SDR9C7	NM_148897.2	Known_gene	1	0.91	32.85	3.19	1.66	0	6.72	0.04	0
1215	69.22	2.538	-4.83816511743889	0	0	CMA1	NM_001836.4,NM_001308083.1	Known_gene	2	116.21	29.7	61.75	0.45	6.1	5.02	1.02	0.1
125	46.14	7.486	-2.65021072375276	0	0	ADH1B	NM_001286650.1,NM_000668.5	Known_gene	2	86.21	22.95	29.26	3.4	18.22	1.62	4.26	9.93
125981	25.14	2.106	-2.91682658148257	3.28681391253358e-226	4.28030619063315e-226	ACER1	XM_011527673.2,NM_133492.2,BGI_novel_T019023	Known_gene	3	1.73	70.62	3.07	1.29	0.07	6.68	0.17	2.32
1263	12.966	2.84	-2.35513719516157	8.24053601990079e-268	9.48727614606072e-268	PLK3	BGI_novel_T001590,BGI_novel_T001589,NM_004073.3	Known_gene	3	5.91	11.34	21.65	6.66	0.54	1.67	5.33	0
126393	38.34	1.784	-4.45522710246679	0	0	HSPB6	NM_144617.2	Known_gene	1	28.65	37.13	49.24	1.51	3.16	0.71	0.89	2.65
1264	15.67	1.86	-3.28071471137792	2.79938456161213e-272	3.16685028130852e-272	CNN1	NM_001299.5,XM_005259741.2,NM_001308341.1,XM_017026289.1,NM_001308342.1	Known_gene	5	12.83	2.72	31.46	0.16	5.87	2.74	0.53	0
127435	55.886	1.496	-5.33341187807418	0	0	PODN	NM_001199082.1,NM_153703.4,XM_017000294.1,XM_011540677.2,XM_005270457.3,BGI_novel_T001746,NM_001199081.1,NM_001199080.1	Known_gene	8	46.05	0.35	121.26	0.99	3.95	0.25	0.46	1.83
1277	184.863	44.896	-2.01015917448889	0	0	COL1A1	XM_005257059.4,BGI_novel_T017086,XM_011524341.1,XM_005257058.3,NM_000088.3	Known_gene	5	273.43	97.42	183.74	21.7	162.42	13.62	16.88	9.86
1278	309.41	59.452	-2.4839537785261	0	0	COL1A2	NM_000089.3,BGI_novel_T036502	Known_gene	2	463.62	75.73	388.88	35.3	210.01	19.11	19.46	13.38
128077	7.31	1.392	-2.54092491672964	5.32216170815738e-256	6.32961205192793e-256	LIX1L	NM_153713.2,XM_017000316.1	Known_gene	2	14.31	0.18	7.44	0.78	2.72	2.11	1.11	0.24
1281	219.033	51.862	-2.15201921861248	0	0	COL3A1	NM_000090.3,BGI_novel_T023252	Known_gene	2	412.99	54.57	189.54	19.16	173.55	14.49	22.93	29.18
1282	16.243	2.498	-3.14890113010359	0	0	COL4A1	NM_001845.5,XM_011521048.2,NM_001303110.1,BGI_novel_T011222	Known_gene	4	21.63	2.96	24.14	3.12	5.82	1.31	1.07	1.17
1284	18.203	2.576	-2.76733861841619	0	0	COL4A2	NM_001846.2,BGI_novel_T011224,BGI_novel_T011226,BGI_novel_T011225,BGI_novel_T011223	Known_gene	5	17.63	4.25	32.73	1.03	8.15	1.13	1.47	1.1
1289	11.986	1.648	-3.03169909311554	0	0	COL5A1	BGI_novel_T040821,BGI_novel_T040825,NM_001278074.1,NM_000093.4,XM_017014266.1,BGI_novel_T040822,BGI_novel_T040824,BGI_novel_T040823	Known_gene	8	21.03	4.9	10.03	1.96	4.09	0.46	0.91	0.82
1290	17.89	3.45	-2.46260677418803	0	0	COL5A2	BGI_novel_T023254,NM_000393.3,XM_011510573.2,BGI_novel_T023255	Known_gene	4	37.02	1.81	14.84	2.74	8.77	1.41	1.32	3.01
1291	43.066	4.706	-3.4730443405602	0	0	COL6A1	BGI_novel_T025452,NM_001848.2	Known_gene	2	35.3	4.29	89.61	4.24	11	0.84	1.88	5.57
1292	73.93	3.75	-4.45292200686742	0	0	COL6A2	NM_001849.3,BGI_novel_T025454,XM_011529451.1,NM_058174.2,NM_058175.2,BGI_novel_T025453	Known_gene	6	54.84	10.55	156.4	2.1	10.3	0.52	2.01	3.82
1293	27.66	3.908	-2.93817059932403	0	0	COL6A3	NM_057164.4,NM_057166.4,NM_004369.3,XM_011510574.1,NM_057167.3,XM_005246065.1,BGI_novel_T023924,BGI_novel_T023927,XM_005246066.1,BGI_novel_T023925,XM_017003304.1,XM_017003303.1,XM_006712253.1,BGI_novel_T023926,NM_057165.4	Known_gene	15	43.03	1.38	38.57	2.39	12.48	1.01	0.62	3.04
13	13.363	1.432	-2.95594216525438	4.91203241806744e-161	8.18514536964329e-161	AADAC	XM_005247104.4,NM_001086.2	Known_gene	2	0.66	38.01	1.42	0.33	0.04	6.75	0.04	0
130271	6.626	1.362	-2.96104960063886	0	0	PLEKHH2	XM_017003353.1,BGI_novel_T021429,BGI_novel_T021428,NM_172069.3,XM_017003352.1,XM_017003351.1	Known_gene	6	13.28	2.54	4.06	0.86	0.96	3.53	0.79	0.67
1303	6.43	1.676	-2.19033788237141	0	0	COL12A1	NM_080645.2,XM_011535434.1,BGI_novel_T033955,BGI_novel_T033948,XM_017010252.1,BGI_novel_T033952,XM_011535435.1,BGI_novel_T033947,BGI_novel_T033956,BGI_novel_T033954,BGI_novel_T033951,BGI_novel_T033949,BGI_novel_T033953,XM_011535436.2,BGI_novel_T033946,BGI_novel_T033950,NM_004370.5	Known_gene	17	13.04	2.13	4.12	1.35	4.48	0.23	0.4	1.92
130497	8.626	1.116	-3.09295966701151	3.75816870535011e-172	5.98064906591453e-172	OSR1	NM_145260.2,XM_006711942.3	Known_gene	2	14.72	0	11.16	0.59	3.79	0.46	0.49	0.25
1307	6.746	1.4	-2.34515333312344	6.22860766800429e-184	9.47065148144168e-184	COL16A1	XM_011540730.1,XM_011540722.1,BGI_novel_T001187,BGI_novel_T001193,XM_017000340.1,XM_011540728.2,XM_011540726.2,BGI_novel_T001197,NM_001856.3,XM_017000341.1,XM_017000339.1,BGI_novel_T001191,BGI_novel_T001195,BGI_novel_T001196,XM_011540724.1,XM_011540727.2,BGI_novel_T001198,XM_017000338.1,BGI_novel_T001189,BGI_novel_T001192,BGI_novel_T001190,XM_011540723.1,BGI_novel_T001194,BGI_novel_T001199,XM_005270481.1,XM_011540729.1,BGI_novel_T001188	Known_gene	27	8.9	0.52	10.82	1.73	2.05	0.74	2.01	0.47
131450	5.203	1.376	-2.05231907202498	1.81447564955276e-90	4.30843396732702e-90	CD200R1	NM_138939.2,NM_170780.2,NM_138806.3,BGI_novel_T027798,BGI_novel_T027799,NM_138940.2	Known_gene	6	8.96	2.32	4.33	1.64	2.54	2	0.7	0
133	93.616	24.31	-2.00457541384464	0	0	ADM	BGI_novel_T006441,NM_001124.2	Known_gene	2	136.22	55.88	88.75	19.8	36.36	20.82	33.83	10.74
133584	14.283	2.604	-2.96639557726048	0	0	EGFLAM	BGI_novel_T031279,NM_001205301.1,NM_182798.2,BGI_novel_T031278,NM_152403.3,NM_182801.2	Known_gene	6	22.44	0.76	19.65	0.42	8.44	0.97	0	3.19
